lat,lon,kecamatan,kepadatan_penduduk,jumlah_sekolah_500m,jumlah_pasar_1km,jumlah_kampus_1km,jumlah_restoran_500m,jumlah_kafe_500m,jumlah_halte_500m,jumlah_kompetitor_500m,success_score,kategori
-6.876,107.57399999999998,sukasari,12484.0,2,2,1,1,0,0,1,22.467456996093773,Rendah
-6.876,107.58199999999998,sukasari,12484.0,2,1,2,2,0,0,2,25.11118880448373,Rendah
-6.876,107.58999999999997,cidadap,9108.0,2,0,3,2,0,0,2,23.3809971960235,Rendah
-6.876,107.59799999999997,cidadap,9108.0,3,0,4,11,0,0,11,31.69190572916738,Rendah
-6.876,107.61399999999996,coblong,15901.0,6,2,6,24,6,0,30,55.904935346784036,Sedang
-6.876,107.62199999999996,coblong,15901.0,2,0,6,15,12,0,27,38.555160103106935,Rendah
-6.876,107.62999999999995,coblong,15901.0,0,0,0,1,0,0,1,16.93268851518864,Rendah
-6.876,107.63799999999995,cibeunying kaler,15926.0,0,0,0,0,0,0,0,14.769676340407607,Rendah
-6.876,107.64599999999994,cibeunying kaler,15926.0,0,0,0,0,0,0,0,16.286364134294658,Rendah
-6.876,107.66199999999994,mandalajati,11398.0,0,0,0,0,0,0,0,8.845237189456006,Rendah
-6.876,107.66999999999993,mandalajati,11398.0,0,0,0,0,0,0,0,9.651679101631315,Rendah
-6.876,107.67799999999993,mandalajati,11398.0,0,0,0,0,0,0,0,13.574103037592009,Rendah
-6.876,107.68599999999992,arcamanik,14043.0,0,0,0,0,0,0,0,14.632777462967061,Rendah
